USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
cluster   6948  0.0  0.1  93920 15748 ?        Sl   18:24   0:00 gnome-terminal
cluster   6954  0.0  0.0   2404   716 ?        S    18:24   0:00 gnome-pty-helper
cluster   6955  0.0  0.0   9268  4324 pts/189  Ss   18:24   0:00 bash
www-data  7011  0.0  0.0  34632  5848 ?        S    13:52   0:00 /usr/sbin/apache2 -k start
www-data  7104  0.0  0.0   2236   544 ?        S    13:54   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114059_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7105  0.0  0.0   3772  1632 ?        S    13:54   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114059_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7106  0.0  0.0   3784  2112 ?        S    13:54   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114059_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7107  0.0  0.2 103768 17532 ?        S    13:54   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114059_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7108  7.4  0.1  99320 14400 ?        R    13:54  21:05 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114059_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7109  7.3  0.1  99316 14396 ?        R    13:54  21:04 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114059_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7110  7.3  0.1  99316 14404 ?        R    13:54  20:53 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114059_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7133  0.0  0.0   2236   544 ?        S    13:54   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114088_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7134  0.0  0.0   3772  1632 ?        S    13:54   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114088_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7135  0.0  0.0   3784  2116 ?        S    13:54   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114088_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7136  0.0  0.2 103768 17528 ?        S    13:54   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114088_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7137  7.2  0.1  99312 14400 ?        R    13:54  20:45 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114088_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7138  7.3  0.1  99316 14400 ?        R    13:54  20:46 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114088_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7139  7.1  0.1  99316 14404 ?        R    13:54  20:27 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114088_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7166  0.0  0.0   2236   544 ?        S    13:56   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114168_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7167  0.0  0.0   3772  1632 ?        S    13:56   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114168_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7168  0.0  0.0   3784  2116 ?        S    13:56   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114168_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7169  0.0  0.2 103764 17532 ?        S    13:56   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114168_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7170  7.1  0.1  99320 14400 ?        R    13:56  20:17 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114168_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7171  7.1  0.1  99320 14408 ?        R    13:56  20:14 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114168_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7172  7.2  0.1  99316 14400 ?        R    13:56  20:26 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114168_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7175  0.0  0.0  34632  5932 ?        S    13:56   0:00 /usr/sbin/apache2 -k start
www-data  7196  0.0  0.0   2236   544 ?        S    13:56   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114179_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7197  0.0  0.0   3772  1628 ?        S    13:56   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114179_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7198  0.0  0.0   3784  2120 ?        S    13:56   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114179_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7199  0.0  0.2 103768 17532 ?        S    13:56   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114179_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7200  7.2  0.1  99316 14404 ?        R    13:56  20:34 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114179_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7201  7.2  0.1  99316 14400 ?        R    13:56  20:34 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114179_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7202  7.2  0.1  99316 14400 ?        R    13:56  20:38 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114179_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7232  0.0  0.0  34632  5908 ?        S    13:57   0:00 /usr/sbin/apache2 -k start
www-data  7315  0.0  0.0   2236   548 ?        S    14:00   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114421_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7316  0.0  0.0   3772  1628 ?        S    14:00   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114421_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7317  0.0  0.0   3784  2112 ?        S    14:00   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114421_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7318  0.0  0.2 103760 17528 ?        S    14:00   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114421_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7319  7.1  0.1  99320 14404 ?        R    14:00  19:52 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114421_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7320  7.0  0.1  99320 14400 ?        R    14:00  19:47 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114421_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7321  7.0  0.1  99316 14400 ?        R    14:00  19:37 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114421_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7324  0.0  0.0  34632  5848 ?        S    14:00   0:00 /usr/sbin/apache2 -k start
www-data  7326  0.0  0.0  34632  5872 ?        S    14:00   0:00 /usr/sbin/apache2 -k start
www-data  7327  0.0  0.0  34632  5840 ?        S    14:00   0:00 /usr/sbin/apache2 -k start
www-data  7347  0.0  0.0   2236   544 ?        S    14:00   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114441_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7348  0.0  0.0   3772  1628 ?        S    14:00   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114441_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7349  0.0  0.0   3784  2112 ?        S    14:00   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114441_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7350  0.0  0.2 103764 17532 ?        S    14:00   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114441_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7351  7.0  0.1  99316 14404 ?        R    14:00  19:34 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114441_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7352  7.1  0.1  99320 14400 ?        R    14:00  20:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114441_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7353  7.1  0.1  99312 14396 ?        R    14:00  19:54 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114441_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7377  0.0  0.0   2236   544 ?        S    14:01   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114466_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7378  0.0  0.0   3772  1628 ?        S    14:01   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114466_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7379  0.0  0.0   3784  2116 ?        S    14:01   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114466_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7380  0.0  0.2 103764 17532 ?        S    14:01   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114466_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7381  7.0  0.1  99320 14408 ?        R    14:01  19:40 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114466_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7382  7.0  0.1  99316 14400 ?        R    14:01  19:32 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114466_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7383  7.2  0.1  99312 14396 ?        R    14:01  20:02 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114466_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7408  0.0  0.0   2236   544 ?        S    14:01   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114498_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7409  0.0  0.0   3772  1628 ?        S    14:01   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114498_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7410  0.0  0.0   3784  2120 ?        S    14:01   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114498_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7411  0.0  0.2 103760 17528 ?        S    14:01   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114498_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7412  7.1  0.1  99312 14396 ?        R    14:01  19:55 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114498_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7413  7.2  0.1  99320 14404 ?        R    14:01  20:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114498_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7414  7.1  0.1  99312 14396 ?        R    14:01  19:51 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114498_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7475  0.0  0.0   2236   544 ?        S    14:01   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114515_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7476  0.0  0.0   3772  1628 ?        S    14:01   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114515_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7477  0.0  0.0   3784  2112 ?        S    14:01   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114515_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7478  0.0  0.2 103768 17528 ?        S    14:01   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114515_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7479  0.0  0.0  34632  5916 ?        S    14:01   0:00 /usr/sbin/apache2 -k start
cluster   7480  7.1  0.1  99316 14404 ?        R    14:01  19:48 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114515_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7481  7.0  0.1  99316 14400 ?        R    14:01  19:31 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114515_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7482  7.0  0.1  99316 14404 ?        R    14:01  19:34 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114515_InformePlanificacionLab2ComputacionParalela.pdf plan
root      7489  0.0  0.0      0     0 ?        S    18:27   0:00 [kworker/u16:1]
www-data  7494  0.0  0.0  34632  5908 ?        S    14:01   0:00 /usr/sbin/apache2 -k start
www-data  7495  0.0  0.0  34632  5844 ?        S    14:01   0:00 /usr/sbin/apache2 -k start
www-data  7496  0.0  0.0  34632  5936 ?        S    14:01   0:00 /usr/sbin/apache2 -k start
www-data  7497  0.0  0.0  34632  5872 ?        S    14:01   0:00 /usr/sbin/apache2 -k start
www-data  7547  0.0  0.0   2236   540 ?        S    14:02   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114559_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7548  0.0  0.0   3772  1628 ?        S    14:02   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114559_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7549  0.0  0.0   3784  2116 ?        S    14:02   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114559_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7550  0.0  0.2 103760 17528 ?        S    14:02   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114559_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7551  7.0  0.1  99312 14396 ?        R    14:02  19:34 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114559_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7552  7.1  0.1  99312 14400 ?        R    14:02  19:53 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114559_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7553  7.1  0.1  99316 14400 ?        R    14:02  19:39 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114559_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7672  0.0  0.0  34764  6088 ?        S    14:08   0:00 /usr/sbin/apache2 -k start
www-data  7706  0.0  0.0   2236   544 ?        S    14:09   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114979_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7707  0.0  0.0   3772  1628 ?        S    14:09   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114979_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7708  0.0  0.0   3784  2116 ?        S    14:09   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114979_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7709  0.0  0.2 103764 17532 ?        S    14:09   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114979_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7710  7.0  0.1  99312 14396 ?        R    14:09  19:07 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114979_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7711  7.0  0.1  99320 14404 ?        R    14:09  18:54 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114979_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7712  7.0  0.1  99312 14396 ?        R    14:09  18:56 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403114979_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7736  0.0  0.0   2236   540 ?        S    14:10   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115002_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7737  0.0  0.0   3772  1628 ?        S    14:10   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115002_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7738  0.0  0.0   3784  2112 ?        S    14:10   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115002_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7739  0.0  0.2 103768 17536 ?        S    14:10   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115002_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7740  7.0  0.1  99316 14404 ?        R    14:10  19:01 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115002_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7741  7.0  0.1  99316 14400 ?        R    14:10  18:55 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115002_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7742  7.0  0.1  99316 14400 ?        R    14:10  19:04 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115002_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7904  0.0  0.0   2236   548 ?        S    14:19   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115598_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7905  0.0  0.0   3772  1628 ?        S    14:19   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115598_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7906  0.0  0.0   3784  2120 ?        S    14:19   0:00 mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115598_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7907  0.0  0.2 103764 17532 ?        S    14:19   0:00 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115598_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7910  6.9  0.1  99312 14396 ?        R    14:19  17:54 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115598_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7911  6.9  0.1  99312 14400 ?        R    14:19  18:01 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115598_InformePlanificacionLab2ComputacionParalela.pdf plan
cluster   7912  6.9  0.1  99312 14396 ?        R    14:19  17:56 python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115598_InformePlanificacionLab2ComputacionParalela.pdf plan
www-data  7972  0.0  0.0   2236   544 ?        S    14:20   0:00 sh -c sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile  python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115638_InformePlanificacionLab2ComputacionParalela.pdf 'plan'
root      7973  0.0  0.0   3772  1628 ?        S    14:20   0:00 sudo -u cluster mpiexec -n 4 --hostfile /mpi/desarrollo-paralelas-2014/hostfile python /mpi/desarrollo-paralelas-2014/shellParallelExplicit.py /mpi/desarrollo-paralelas-2014/web/subidas/1403115638_InformePlanificacionLab2ComputacionParalela.pdf plan
